UID,URL,NAME,RATING,TYPE,Latitude,Longitude
3140,https://www.google.com/maps/place/Shri+Swami+Krupa+General+Stores/data=!4m7!3m6!1s0x3bc2c1678c9551a1:0x5aaae0734e9e503e!8m2!3d18.5153062!4d73.8606847!16s%2Fg%2F11kjlvm0hw!19sChIJoVGVjGfBwjsRPlCeTnPgqlo?authuser=0&hl=en&rclk=1,Shri Swami Krupa General Stores,0,General store,18.5153062,73.8606847
3141,https://www.google.com/maps/place/SANDEEP+SAROJ+MOTILAL+SAROJ+SHOP/data=!4m7!3m6!1s0x3bc2c12ea02e5ebd:0xa55736cf5c2bc7d5!8m2!3d18.5131255!4d73.86085!16s%2Fg%2F11t1jfhghq!19sChIJvV4uoC7BwjsR1ccrXM82V6U?authuser=0&hl=en&rclk=1,SANDEEP SAROJ MOTILAL SAROJ SHOP,0,General store,18.5131255,73.86085
3142,https://www.google.com/maps/place/Nilesh+Genral+Store/data=!4m7!3m6!1s0x3bc2c1d2c628746b:0xba3654ddf648b8d6!8m2!3d18.5106072!4d73.8613324!16s%2Fg%2F11slf792d6!19sChIJa3QoxtLBwjsR1rhI9t1UNro?authuser=0&hl=en&rclk=1,Nilesh Genral Store,0,General store,18.5106072,73.8613324
3143,https://www.google.com/maps/place/Kais+Enterprises/data=!4m7!3m6!1s0x3bc2c1e2563b45f3:0x10f902d9c04e1195!8m2!3d18.5128025!4d73.8595503!16s%2Fg%2F11svtsjhvh!19sChIJ80U7VuLBwjsRlRFOwNkC-RA?authuser=0&hl=en&rclk=1,Kais Enterprises,0,General store,18.5128025,73.8595503
3144,https://www.google.com/maps/place/Siddhartha+Shop/data=!4m7!3m6!1s0x3bc2c17b67fa59c5:0x77e6d56dde4f14dc!8m2!3d18.5184123!4d73.8593433!16s%2Fg%2F11jyfhv02q!19sChIJxVn6Z3vBwjsR3BRP3m3V5nc?authuser=0&hl=en&rclk=1,Siddhartha Shop,0,General store,18.5184123,73.8593433
3145,https://www.google.com/maps/place/Indra+Shop/data=!4m7!3m6!1s0x3bc2c1f27e3b6913:0xe5327b202625f3f9!8m2!3d18.51311!4d73.8604177!16s%2Fg%2F11tb5dq0h1!19sChIJE2k7fvLBwjsR-fMlJiB7MuU?authuser=0&hl=en&rclk=1,Indra Shop,5,General store,18.51311,73.8604177
3146,https://www.google.com/maps/place/R+e+l+a+x+W+i+n+e+s/data=!4m7!3m6!1s0x3bc2c1a19e84c63f:0xb2b4f6fa865431f4!8m2!3d18.5135053!4d73.8595078!16s%2Fg%2F11t8czsbjn!19sChIJP8aEnqHBwjsR9DFUhvr2tLI?authuser=0&hl=en&rclk=1,R e l a x W i n e s,4,General store,18.5135053,73.8595078
3147,https://www.google.com/maps/place/Raju+General+Store/data=!4m7!3m6!1s0x3bc2c0689b0b0e9f:0x89096aba7732bfbe!8m2!3d18.5182857!4d73.8615862!16s%2Fg%2F1yfprs0yw!19sChIJnw4Lm2jAwjsRvr8yd7pqCYk?authuser=0&hl=en&rclk=1,Raju General Store,3.8,General store,18.5182857,73.8615862
3148,https://www.google.com/maps/place/CHHAYA+ENTERPRISES/data=!4m7!3m6!1s0x3bc2c112902032e3:0x6f496aa78888163c!8m2!3d18.5137827!4d73.8605817!16s%2Fg%2F11rtvn1dtt!19sChIJ4zIgkBLBwjsRPBaIiKdqSW8?authuser=0&hl=en&rclk=1,CHHAYA ENTERPRISES,0,General store,18.5137827,73.8605817
3149,https://www.google.com/maps/place/Ajay+Mor+Pankh+Shop/data=!4m7!3m6!1s0x3bc2c1039b4e3bd1:0x9f9499dd896b1e9!8m2!3d18.5130031!4d73.8597328!16s%2Fg%2F11t9qzhrrk!19sChIJ0TtOmwPBwjsR6bGW2J1J-Qk?authuser=0&hl=en&rclk=1,Ajay Mor Pankh Shop,0,General store,18.5130031,73.8597328
3150,https://www.google.com/maps/place/Suresh+Shop/data=!4m7!3m6!1s0x3bc2c1dd3a85b81b:0x31e47498c62fa180!8m2!3d18.5143164!4d73.8590673!16s%2Fg%2F11t9_fwynh!19sChIJG7iFOt3BwjsRgKEvxph05DE?authuser=0&hl=en&rclk=1,Suresh Shop,0,General store,18.5143164,73.8590673
3151,https://www.google.com/maps/place/Suraj+Pan+Shop/data=!4m7!3m6!1s0x3bc2c1f77fd3f125:0x1e76ed900c58da1e!8m2!3d18.5132114!4d73.860859!16s%2Fg%2F11s748ld0_!19sChIJJfHTf_fBwjsRHtpYDJDtdh4?authuser=0&hl=en&rclk=1,Suraj Pan Shop,0,General store,18.5132114,73.860859
3152,https://www.google.com/maps/place/Poona+General+Stores/data=!4m7!3m6!1s0x3bc2c1ad346c786d:0xe89aae291dfa663c!8m2!3d18.5187766!4d73.8601495!16s%2Fg%2F11fdl7xk9r!19sChIJbXhsNK3BwjsRPGb6HSmumug?authuser=0&hl=en&rclk=1,Poona General Stores,3.3,General store,18.5187766,73.8601495
3153,https://www.google.com/maps/place/Nanchand+And+Co/data=!4m7!3m6!1s0x3bc2c06936017c63:0xda3fc3839c405bd5!8m2!3d18.5142936!4d73.8599136!16s%2Fg%2F11s8zckk0v!19sChIJY3wBNmnAwjsR1VtAnIPDP9o?authuser=0&hl=en&rclk=1,Nanchand And Co,0,General store,18.5142936,73.8599136
3154,https://www.google.com/maps/place/MASTER+MAAZ+AJAJ+ATTAR+GENERAL+STORE/data=!4m7!3m6!1s0x3bc2c189a3dac9ad:0x619ba3551de7f51!8m2!3d18.5106741!4d73.8604081!16s%2Fg%2F11vds2pq57!19sChIJrcnao4nBwjsRUX_eUTW6GQY?authuser=0&hl=en&rclk=1,MASTER MAAZ AJAJ ATTAR GENERAL STORE,0,General store,18.5106741,73.8604081
3155,https://www.google.com/maps/place/Priyanshi+Pan+Shop/data=!4m7!3m6!1s0x3bc2c1fda2d25ae9:0x3b1a710e931854b0!8m2!3d18.5130681!4d73.8617659!16s%2Fg%2F11v11xhggr!19sChIJ6VrSov3BwjsRsFQYkw5xGjs?authuser=0&hl=en&rclk=1,Priyanshi Pan Shop,0,General store,18.5130681,73.8617659
3156,https://www.google.com/maps/place/Kenchi+Pan+Shop/data=!4m7!3m6!1s0x3bc2c10b0f3c0713:0xd9535e218cb97692!8m2!3d18.5108117!4d73.861996!16s%2Fg%2F11t_jz8gqn!19sChIJEwc8DwvBwjsRkna5jCFeU9k?authuser=0&hl=en&rclk=1,Kenchi Pan Shop,0,General store,18.5108117,73.861996
3157,https://www.google.com/maps/place/Sanket+Pan+Shop/data=!4m7!3m6!1s0x3bc2c15460fd7829:0x7a73c8b59447e6ef!8m2!3d18.5106221!4d73.862009!16s%2Fg%2F11t_jz62s_!19sChIJKXj9YFTBwjsR7-ZHlLXIc3o?authuser=0&hl=en&rclk=1,Sanket Pan Shop,0,General store,18.5106221,73.862009
3158,https://www.google.com/maps/place/Anil+Provision+stores/data=!4m7!3m6!1s0x3bc2c068c8631ec7:0x97d59174e312fb7b!8m2!3d18.5169545!4d73.8601722!16s%2Fg%2F11c1l5fyv1!19sChIJxx5jyGjAwjsRe_sS43SR1Zc?authuser=0&hl=en&rclk=1,Anil Provision stores,4.9,General store,18.5169545,73.8601722
3159,https://www.google.com/maps/place/RAJPUT+VEGETABELS/data=!4m7!3m6!1s0x3bc2c13d6db6deff:0x17338253c3eb5f32!8m2!3d18.5130871!4d73.8629305!16s%2Fg%2F11s4cjx36s!19sChIJ_962bT3BwjsRMl_rw1OCMxc?authuser=0&hl=en&rclk=1,RAJPUT VEGETABELS,0,General store,18.5130871,73.8629305
3160,https://www.google.com/maps/place/FIDA+HUSAIN+CHANDBHAI/data=!4m7!3m6!1s0x3bc2c19ae61f48e1:0x4545c6031d291ab2!8m2!3d18.513057!4d73.8600702!16s%2Fg%2F11t0tf6x50!19sChIJ4Ugf5prBwjsRshopHQPGRUU?authuser=0&hl=en&rclk=1,FIDA HUSAIN CHANDBHAI,0,General store,18.513057,73.8600702
3161,https://www.google.com/maps/place/MOHAMMED+USMAN+KHAN/data=!4m7!3m6!1s0x3bc2c1ba6417cfdd:0xfac85f24403529f8!8m2!3d18.515165!4d73.861257!16s%2Fg%2F11rh_2vlt9!19sChIJ3c8XZLrBwjsR-Ck1QCRfyPo?authuser=0&hl=en&rclk=1,MOHAMMED USMAN KHAN,5,General store,18.515165,73.861257
3162,https://www.google.com/maps/place/Geeta+General+Stores/data=!4m7!3m6!1s0x3bc2c06f4b6d884b:0x92e0d010406cdd5!8m2!3d18.5174151!4d73.8593355!16s%2Fg%2F1pp2wzb4c!19sChIJS4htS2_AwjsR1c0GBAENLgk?authuser=0&hl=en&rclk=1,Geeta General Stores,4.8,General store,18.5174151,73.8593355
3163,https://www.google.com/maps/place/PRAKASH+PROVISION+STORE/data=!4m7!3m6!1s0x3bc2c18f1d0b689f:0xd739b488de9aeda2!8m2!3d18.5180002!4d73.861609!16s%2Fg%2F11rhyjcrk3!19sChIJn2gLHY_BwjsRou2a3oi0Odc?authuser=0&hl=en&rclk=1,PRAKASH PROVISION STORE,2,General store,18.5180002,73.861609
3164,https://www.google.com/maps/place/R+S+Zanwar/data=!4m7!3m6!1s0x3bc2c06945114f4d:0x280a11aed0000000!8m2!3d18.5137168!4d73.8604032!16s%2Fg%2F11p6slqjdq!19sChIJTU8RRWnAwjsRAAAA0K4RCig?authuser=0&hl=en&rclk=1,R S Zanwar,0,General store,18.5137168,73.8604032
3165,https://www.google.com/maps/place/Ravi+Prajapati/data=!4m7!3m6!1s0x3bc2c1fd0e523861:0x9fcb02fceb26ae41!8m2!3d18.5126951!4d73.8635399!16s%2Fg%2F11kpld3fvm!19sChIJYThSDv3BwjsRQa4m6_wCy58?authuser=0&hl=en&rclk=1,Ravi Prajapati,0,General store,18.5126951,73.8635399
3166,"https://www.google.com/maps/place/H.R.Shah,+Kirana+shop./data=!4m7!3m6!1s0x3bc2c1cae059cd61:0xb92838697dcd895d!8m2!3d18.5109966!4d73.8598021!16s%2Fg%2F11gk1gvpvq!19sChIJYc1Z4MrBwjsRXYnNfWk4KLk?authuser=0&hl=en&rclk=1","H.R.Shah, Kirana shop.",4.3,General store,18.5109966,73.8598021
3167,https://www.google.com/maps/place/Guru+Krupa+General+Store/data=!4m7!3m6!1s0x3bc2c0694d467f4f:0xc25c7a67511a5d54!8m2!3d18.5135999!4d73.8596051!16s%2Fg%2F11bwmtvy9n!19sChIJT39GTWnAwjsRVF0aUWd6XMI?authuser=0&hl=en&rclk=1,Guru Krupa General Store,0,General store,18.5135999,73.8596051
3168,https://www.google.com/maps/place/NUTAN+TRADERS/data=!4m7!3m6!1s0x3bc2c06894f876e1:0xffbff2e9a0443018!8m2!3d18.517421!4d73.8612453!16s%2Fg%2F11bwy_61dw!19sChIJ4Xb4lGjAwjsRGDBEoOnyv_8?authuser=0&hl=en&rclk=1,NUTAN TRADERS,5,General store,18.517421,73.8612453
3169,https://www.google.com/maps/place/Gathi+Shop/data=!4m7!3m6!1s0x3bc2c1a089121a8d:0x5c81f22f89ce4995!8m2!3d18.5195259!4d73.8653286!16s%2Fg%2F11swth81xs!19sChIJjRoSiaDBwjsRlUnOiS_ygVw?authuser=0&hl=en&rclk=1,Gathi Shop,1,General store,18.5195259,73.8653286
3170,https://www.google.com/maps/place/Bharati+Enterprises/data=!4m7!3m6!1s0x3bc2c06bd5df8ba7:0xa8a2068e904d68fa!8m2!3d18.5129351!4d73.8621227!16s%2Fg%2F11sb6pyfjz!19sChIJp4vf1WvAwjsR-mhNkI4Goqg?authuser=0&hl=en&rclk=1,Bharati Enterprises,0,General store,18.5129351,73.8621227
3171,https://www.google.com/maps/place/Lucky+Traders/data=!4m7!3m6!1s0x3bc2c069051aa92d:0x3354f137e80aded2!8m2!3d18.515305!4d73.861838!16s%2Fg%2F11h0t_7ps!19sChIJLakaBWnAwjsR0t4K6DfxVDM?authuser=0&hl=en&rclk=1,Lucky Traders,5,General store,18.515305,73.861838
3172,https://www.google.com/maps/place/Rushikesh+Fruts/data=!4m7!3m6!1s0x3bc2c1f700c3e419:0x65fad32ea2eda8d8!8m2!3d18.5130562!4d73.8599678!16s%2Fg%2F11t53yzrn2!19sChIJGeTDAPfBwjsR2Kjtoi7T-mU?authuser=0&hl=en&rclk=1,Rushikesh Fruts,0,General store,18.5130562,73.8599678
3173,https://www.google.com/maps/place/Chandan+Stores/data=!4m7!3m6!1s0x3bc2c06b88fa2a99:0xe86d08156f40f620!8m2!3d18.5107045!4d73.8598047!16s%2Fg%2F1pp2x5h86!19sChIJmSr6iGvAwjsRIPZAbxUIbeg?authuser=0&hl=en&rclk=1,Chandan Stores,3.6,General store,18.5107045,73.8598047
3174,https://www.google.com/maps/place/Patane+General+Store/data=!4m7!3m6!1s0x3bc2c068f1221dfd:0xacf085ffd0c71121!8m2!3d18.516827!4d73.862034!16s%2Fg%2F1pp2wx_xn!19sChIJ_R0i8WjAwjsRIRHH0P-F8Kw?authuser=0&hl=en&rclk=1,Patane General Store,0,General store,18.516827,73.862034
3175,https://www.google.com/maps/place/ADITYA+MARKETING/data=!4m7!3m6!1s0x3bc2c1bcc9013ba1:0x8d8fe97d529ffb47!8m2!3d18.5125275!4d73.860282!16s%2Fg%2F11rr7lpn_k!19sChIJoTsBybzBwjsRR_ufUn3pj40?authuser=0&hl=en&rclk=1,ADITYA MARKETING,0,General store,18.5125275,73.860282
3176,https://www.google.com/maps/place/Vijaya+Super+Market/data=!4m7!3m6!1s0x3bc2c06856bd8ef5:0x3c2200ddbf8dd1bb!8m2!3d18.5164046!4d73.8627185!16s%2Fg%2F11cn8t11xz!19sChIJ9Y69VmjAwjsRu9GNv90AIjw?authuser=0&hl=en&rclk=1,Vijaya Super Market,4.3,General store,18.5164046,73.8627185
3177,https://www.google.com/maps/place/Rahul+provision+store/data=!4m7!3m6!1s0x3bc2c068f6442739:0x63c66d7c81a14164!8m2!3d18.5169106!4d73.8623776!16s%2Fg%2F1pp2vg0dd!19sChIJOSdE9mjAwjsRZEGhgXxtxmM?authuser=0&hl=en&rclk=1,Rahul provision store,3,General store,18.5169106,73.8623776
3178,https://www.google.com/maps/place/E-STORE+%26+SUPPLY/data=!4m7!3m6!1s0x3bc2c06bddb5d45d:0x9d8376fd4840d06a!8m2!3d18.5124725!4d73.8611822!16s%2Fg%2F11bx8l8p27!19sChIJXdS13WvAwjsRatBASP12g50?authuser=0&hl=en&rclk=1,E-STORE & SUPPLY,0,General store,18.5124725,73.8611822
3179,https://www.google.com/maps/place/Shree+Marketeers/data=!4m7!3m6!1s0x3bc2c1469b88fb01:0x64119e7153226c6a!8m2!3d18.5156507!4d73.8599184!16s%2Fg%2F11t6nl3z8m!19sChIJAfuIm0bBwjsRamwiU3GeEWQ?authuser=0&hl=en&rclk=1,Shree Marketeers,0,General store,18.5156507,73.8599184
3180,https://www.google.com/maps/place/AASMA+MATKI+STORE/data=!4m7!3m6!1s0x3bc2c11adc2f19d3:0xa7cd518971403722!8m2!3d18.5128672!4d73.8590046!16s%2Fg%2F11k3py2589!19sChIJ0xkv3BrBwjsRIjdAcYlRzac?authuser=0&hl=en&rclk=1,AASMA MATKI STORE,0,General store,18.5128672,73.8590046
3181,https://www.google.com/maps/place/P.B.Tadsare+Dhannya+Bhandar/data=!4m7!3m6!1s0x3bc2c06bc9ea80b7:0x9b8da5da2becd47f!8m2!3d18.5117553!4d73.8620268!16s%2Fg%2F11bxfy94x9!19sChIJt4DqyWvAwjsRf9TsK9qljZs?authuser=0&hl=en&rclk=1,P.B.Tadsare Dhannya Bhandar,4.6,General store,18.5117553,73.8620268
3182,https://www.google.com/maps/place/Sitaram+Mohanlal+Laddha/data=!4m7!3m6!1s0x3bc2c066cfffffff:0x8df51d96d0f1af1b!8m2!3d18.5134277!4d73.8619174!16s%2Fg%2F1tr7b7wq!19sChIJ____z2bAwjsRG6_x0JYd9Y0?authuser=0&hl=en&rclk=1,Sitaram Mohanlal Laddha,3.3,General store,18.5134277,73.8619174
3183,https://www.google.com/maps/place/Chimanlal+Keshavlal+Shop/data=!4m7!3m6!1s0x3bc2c06eca98e145:0xe394e290f35bc667!8m2!3d18.5143284!4d73.8595437!16s%2Fg%2F1pp2wxx42!19sChIJReGYym7AwjsRZ8Zb85DilOM?authuser=0&hl=en&rclk=1,Chimanlal Keshavlal Shop,3,General store,18.5143284,73.8595437
3184,https://www.google.com/maps/place/PRATIMA+GENERAL+STORE/data=!4m7!3m6!1s0x3bc2c1338fedf2d1:0x3b2d10712b254406!8m2!3d18.5145885!4d73.8573926!16s%2Fg%2F11sv2cb3c6!19sChIJ0fLtjzPBwjsRBkQlK3EQLTs?authuser=0&hl=en&rclk=1,PRATIMA GENERAL STORE,0,General store,18.5145885,73.8573926
3185,https://www.google.com/maps/place/Nilesh+Metal+Corporation/data=!4m7!3m6!1s0x3bc2c1bb064b5863:0xbd34f9cf8c60cc5f!8m2!3d18.5128864!4d73.860507!16s%2Fg%2F11jzqnp0nw!19sChIJY1hLBrvBwjsRX8xgjM_5NL0?authuser=0&hl=en&rclk=1,Nilesh Metal Corporation,0,General store,18.5128864,73.860507
3186,https://www.google.com/maps/place/ANIL+KUMAR+SAROJ+PAAN+SHOP/data=!4m7!3m6!1s0x3bc2c1e2bbe808e7:0x5c4eda502ea56a12!8m2!3d18.5153434!4d73.8628702!16s%2Fg%2F11t7btkmbt!19sChIJ5wjou-LBwjsREmqlLlDaTlw?authuser=0&hl=en&rclk=1,ANIL KUMAR SAROJ PAAN SHOP,0,General store,18.5153434,73.8628702
3187,https://www.google.com/maps/place/Shivshakti+Traders/data=!4m7!3m6!1s0x3bc2c06ed4f55023:0x8e1f747d2881ca54!8m2!3d18.5154199!4d73.8593695!16s%2Fg%2F11t6s9v9hj!19sChIJI1D11G7AwjsRVMqBKH10H44?authuser=0&hl=en&rclk=1,Shivshakti Traders,0,General store,18.5154199,73.8593695
3188,https://www.google.com/maps/place/Rajni+store/data=!4m7!3m6!1s0x3bc2c11382154a25:0x40ef740ed559b25b!8m2!3d18.5125496!4d73.8635622!16s%2Fg%2F11j1dy9ddz!19sChIJJUoVghPBwjsRW7JZ1Q5070A?authuser=0&hl=en&rclk=1,Rajni store,4.6,General store,18.5125496,73.8635622
3189,https://www.google.com/maps/place/JUMBO+VADA+PAV/data=!4m7!3m6!1s0x3bc2c1e13e29530d:0x403238ad0ff9c2bc!8m2!3d18.5161903!4d73.8619156!16s%2Fg%2F11q47ysq24!19sChIJDVMpPuHBwjsRvML5D604MkA?authuser=0&hl=en&rclk=1,JUMBO VADA PAV,0,General store,18.5161903,73.8619156
3190,https://www.google.com/maps/place/kartik+general+stores/data=!4m7!3m6!1s0x3bc2c1eeb056ef07:0xb1caf4ef2af7291d!8m2!3d18.5177081!4d73.8649963!16s%2Fg%2F11sf5vd6f0!19sChIJB-9WsO7BwjsRHSn3Ku_0yrE?authuser=0&hl=en&rclk=1,kartik general stores,0,General store,18.5177081,73.8649963
3191,https://www.google.com/maps/place/NEW+MORDEN+GENERAL+STORE/data=!4m7!3m6!1s0x3bc2c1cfdfd31f81:0x26d376bc35acd235!8m2!3d18.5174775!4d73.8660197!16s%2Fg%2F11pzkbzz_6!19sChIJgR_T38_BwjsRNdKsNbx20yY?authuser=0&hl=en&rclk=1,NEW MORDEN GENERAL STORE,0,General store,18.5174775,73.8660197
3192,https://www.google.com/maps/place/Masaf+General+Stores/data=!4m7!3m6!1s0x3bc2c067d4af21b7:0xa427057726b2b234!8m2!3d18.5190862!4d73.862774!16s%2Fg%2F1pp2wx_d0!19sChIJtyGv1GfAwjsRNLKyJncFJ6Q?authuser=0&hl=en&rclk=1,Masaf General Stores,0,General store,18.5190862,73.862774
3193,https://www.google.com/maps/place/Harshal+Tea+Emporium/data=!4m7!3m6!1s0x3bc2c1e34f3c8c7b:0xbb2e9bd95ce4b8f6!8m2!3d18.511486!4d73.8620682!16s%2Fg%2F11vb92x7g3!19sChIJe4w8T-PBwjsR9rjkXNmbLrs?authuser=0&hl=en&rclk=1,Harshal Tea Emporium,5,General store,18.511486,73.8620682
3194,https://www.google.com/maps/place/M+K+SHOP/data=!4m7!3m6!1s0x3bc2c159df9ffaa7:0x1b66b6b96ab44369!8m2!3d18.5167284!4d73.8610858!16s%2Fg%2F11rkp9z3vk!19sChIJp_qf31nBwjsRaUO0arm2Zhs?authuser=0&hl=en&rclk=1,M K SHOP,5,General store,18.5167284,73.8610858
3195,https://www.google.com/maps/place/SUPER+PROVISION+STORE/data=!4m7!3m6!1s0x3bc2c18c67a09055:0x6e179fe2cb79bab6!8m2!3d18.5153914!4d73.8612931!16s%2Fg%2F11jspj3vsx!19sChIJVZCgZ4zBwjsRtrp5y-KfF24?authuser=0&hl=en&rclk=1,SUPER PROVISION STORE,0,General store,18.5153914,73.8612931
3196,https://www.google.com/maps/place/ABBAS+KANCHWALA/data=!4m7!3m6!1s0x3bc2c142fb951bbd:0x896ae22907b64d!8m2!3d18.5143849!4d73.8618568!16s%2Fg%2F11sf4klr75!19sChIJvRuV-0LBwjsRTbYHKeJqiQA?authuser=0&hl=en&rclk=1,ABBAS KANCHWALA,0,General store,18.5143849,73.8618568
3197,https://www.google.com/maps/place/MALPANI+AGENCIES/data=!4m7!3m6!1s0x3bc2c16a7fd63263:0x30debcd163677da2!8m2!3d18.5144276!4d73.8594208!16s%2Fg%2F11s0xxjxmb!19sChIJYzLWf2rBwjsRon1nY9G83jA?authuser=0&hl=en&rclk=1,MALPANI AGENCIES,0,General store,18.5144276,73.8594208
3198,https://www.google.com/maps/place/Shah+Wadilal+Manekchand/data=!4m7!3m6!1s0x3bc2c06ecd28ba3f:0xce662c56a24a2736!8m2!3d18.5147669!4d73.859572!16s%2Fg%2F1v_vrc5q!19sChIJP7oozW7AwjsRNidKolYsZs4?authuser=0&hl=en&rclk=1,Shah Wadilal Manekchand,0,General store,18.5147669,73.859572
3199,https://www.google.com/maps/place/Parvin+Shop/data=!4m7!3m6!1s0x3bc2c1b361120743:0xdbcededcbbf7c6e4!8m2!3d18.5161967!4d73.8598599!16s%2Fg%2F11s6tkln6g!19sChIJQwcSYbPBwjsR5Mb3u9zezts?authuser=0&hl=en&rclk=1,Parvin Shop,0,General store,18.5161967,73.8598599
3200,https://www.google.com/maps/place/ROHIT+GENERAL+STORES/data=!4m7!3m6!1s0x3bc2c1bcd54123f1:0xf3b94e0a5bef362b!8m2!3d18.5119295!4d73.8629493!16s%2Fg%2F11pf0b3270!19sChIJ8SNB1bzBwjsRKzbvWwpOufM?authuser=0&hl=en&rclk=1,ROHIT GENERAL STORES,0,General store,18.5119295,73.8629493
3201,https://www.google.com/maps/place/DIPAK+PROVISION+STORE/data=!4m7!3m6!1s0x3bc2c178427d95cd:0xd291a0863149c070!8m2!3d18.5154201!4d73.8617496!16s%2Fg%2F11pv0fdhkk!19sChIJzZV9QnjBwjsRcMBJMYagkdI?authuser=0&hl=en&rclk=1,DIPAK PROVISION STORE,0,General store,18.5154201,73.8617496
3202,https://www.google.com/maps/place/Somnath+General+Store/data=!4m7!3m6!1s0x3bc2c0697aa6226f:0xebdce353358ebdd2!8m2!3d18.513707!4d73.8618021!16s%2Fg%2F1pp2wzll_!19sChIJbyKmemnAwjsR0r2ONVPj3Os?authuser=0&hl=en&rclk=1,Somnath General Store,0,General store,18.513707,73.8618021
3203,https://www.google.com/maps/place/Sohil+Namkeen+Sweet/data=!4m7!3m6!1s0x3bc2c1dd519515b5:0xced4d6c6aae036da!8m2!3d18.5128257!4d73.8606907!16s%2Fg%2F11jzqjq89j!19sChIJtRWVUd3BwjsR2jbgqsbW1M4?authuser=0&hl=en&rclk=1,Sohil Namkeen Sweet,0,General store,18.5128257,73.8606907
3204,https://www.google.com/maps/place/SHREE+GANESH+PAN+SHOP/data=!4m7!3m6!1s0x3bc2c068c9149745:0x71c6efe1ad494521!8m2!3d18.5168058!4d73.8600436!16s%2Fg%2F1pp2x5jbt!19sChIJRZcUyWjAwjsRIUVJreHvxnE?authuser=0&hl=en&rclk=1,SHREE GANESH PAN SHOP,4,General store,18.5168058,73.8600436
3205,https://www.google.com/maps/place/R+B+Malji+and+Son%27s/data=!4m7!3m6!1s0x3bc2c06c1cff0c0d:0xd6e4e3e7051730b0!8m2!3d18.512535!4d73.858637!16s%2Fg%2F11clgck5gf!19sChIJDQz_HGzAwjsRsDAXBefj5NY?authuser=0&hl=en&rclk=1,R B Malji and Son's,4.2,General store,18.512535,73.858637
3206,https://www.google.com/maps/place/Satyanand+Bhuvan/data=!4m7!3m6!1s0x3bc2c0685e064aed:0x99a74bff879a3bd4!8m2!3d18.517384!4d73.8627573!16s%2Fg%2F1pxqdt7r7!19sChIJ7UoGXmjAwjsR1Duah_9Lp5k?authuser=0&hl=en&rclk=1,Satyanand Bhuvan,0,General store,18.517384,73.8627573
3207,https://www.google.com/maps/place/Saisha+Jelly/data=!4m7!3m6!1s0x3bc2c1c5070c4ccd:0x2d8e0045e9fa3b60!8m2!3d18.510646!4d73.8619641!16s%2Fg%2F11s0s6w79n!19sChIJzUwMB8XBwjsRYDv66UUAji0?authuser=0&hl=en&rclk=1,Saisha Jelly,0,General store,18.510646,73.8619641
3208,https://www.google.com/maps/place/Ramdev+Super+Market/data=!4m7!3m6!1s0x3bc2c06891f3826f:0x39ee44c24eb6d7a8!8m2!3d18.5176987!4d73.8616351!16s%2Fg%2F1pp2x5w28!19sChIJb4LzkWjAwjsRqNe2TsJE7jk?authuser=0&hl=en&rclk=1,Ramdev Super Market,5,General store,18.5176987,73.8616351
3209,https://www.google.com/maps/place/Shamla+Foods/data=!4m7!3m6!1s0x3bc2c068a36099bd:0xb618162307d4cbf4!8m2!3d18.5180375!4d73.8606678!16s%2Fg%2F11hdb8d203!19sChIJvZlgo2jAwjsR9MvUByMWGLY?authuser=0&hl=en&rclk=1,Shamla Foods,3.6,General store,18.5180375,73.8606678
3210,https://www.google.com/maps/place/Royal+Stationery+%26+Xerox/data=!4m7!3m6!1s0x3bc2c06f1f504611:0x6b3d8fb8a7f03d80!8m2!3d18.5156188!4d73.855738!16s%2Fg%2F11g6nhskh5!19sChIJEUZQH2_AwjsRgD3wp7iPPWs?authuser=0&hl=en&rclk=1,Royal Stationery & Xerox,5,General store,18.5156188,73.855738
3211,https://www.google.com/maps/place/R.D.Xerox+and+stationary/data=!4m7!3m6!1s0x3bc2c1935f58fa3d:0x93d7919f16a436ec!8m2!3d18.5111377!4d73.8461586!16s%2Fg%2F11fr3k92ct!19sChIJPfpYX5PBwjsR7DakFp-R15M?authuser=0&hl=en&rclk=1,R.D.Xerox and stationary,5,General store,18.5111377,73.8461586
3212,https://www.google.com/maps/place/Milan+Stationers+%26+Xerox/data=!4m7!3m6!1s0x3bc2c07311a999a7:0x62e5224968cfa9a6!8m2!3d18.5080848!4d73.850503!16s%2Fg%2F1tsbkl1q!19sChIJp5mpEXPAwjsRpqnPaEki5WI?authuser=0&hl=en&rclk=1,Milan Stationers & Xerox,4.5,General store,18.5080848,73.850503
3213,https://www.google.com/maps/place/VSBL+SUDARSHAN+XEROX/data=!4m7!3m6!1s0x3bc2c10d57033f53:0xc53c4a6bbf9c09f9!8m2!3d18.5206933!4d73.8460757!16s%2Fg%2F11sqk6j9ls!19sChIJUz8DVw3BwjsR-Qmcv2tKPMU?authuser=0&hl=en&rclk=1,VSBL SUDARSHAN XEROX,0,General store,18.5206933,73.8460757
3214,https://www.google.com/maps/place/Deccan+Xerox/data=!4m7!3m6!1s0x3bc2c077e8750947:0x4131909388a51a3!8m2!3d18.5157612!4d73.8426507!16s%2Fg%2F11b7gpx7zm!19sChIJRwl16HfAwjsRo1GKOAkZEwQ?authuser=0&hl=en&rclk=1,Deccan Xerox,4.6,General store,18.5157612,73.8426507
